data,tags
ntdll kernel32 KernelBase advapi32 msvcrt sechost rpcrt4 gdi32 user32 lpk ole32 usp10 msimg32 wmsgapi wtsapi32 winmm userenv profapi winsta crypt32 msasn1 MsCtfMonitor msctf imm32 msutb comctl32 shlwapi secur32 sspicli shell32 cryptbase uxtheme wintrust cryptsp rsaenh imagehlp bcrypt bcryptprimitives dwmapi version clbcatq oleaut32 urlmon api-ms-win-downlevel-ole32-l1-1-0 api-ms-win-downlevel-shlwapi-l1-1-0 api-ms-win-downlevel-advapi32-l1-1-0 api-ms-win-downlevel-user32-l1-1-0 api-ms-win-downlevel-version-l1-1-0 api-ms-win-downlevel-normaliz-l1-1-0 normaliz iertutil wininet credui authui cryptui GdiPlus MMDevAPI propsys dui70 setupapi cfgmgr32 devobj duser xmllite imageres msutb ,normal
msftedit mssvp mapi32 wpdshext mssvp mapi32 ,normal
sendmail mydocs ,normal
SensApi SensApi ,normal
ntdll kernel32 KernelBase msvcrt ole32 gdi32 user32 lpk usp10 rpcrt4 imm32 msctf cryptbase clbcatq advapi32 sechost oleaut32 cryptsp rsaenh RpcRtRemote shacct comctl32 shlwapi userenv profapi IDStore ,normal
ntdll kernel32 KernelBase msvcrt ole32 gdi32 user32 lpk usp10 rpcrt4 imm32 msctf cryptbase clbcatq advapi32 sechost oleaut32 cryptsp rsaenh RpcRtRemote uxtheme shacct comctl32 shlwapi userenv profapi IDStore ,normal
ntdll kernel32 KernelBase advapi32 msvcrt sechost rpcrt4 gdi32 user32 lpk usp10 ole32 msimg32 wmsgapi wtsapi32 winmm userenv profapi winsta crypt32 msasn1 MsCtfMonitor msctf imm32 msutb comctl32 shlwapi secur32 sspicli shell32 cryptbase uxtheme wintrust cryptsp rsaenh imagehlp dwmapi bcrypt bcryptprimitives version clbcatq oleaut32 urlmon api-ms-win-downlevel-ole32-l1-1-0 api-ms-win-downlevel-shlwapi-l1-1-0 api-ms-win-downlevel-advapi32-l1-1-0 api-ms-win-downlevel-user32-l1-1-0 api-ms-win-downlevel-version-l1-1-0 api-ms-win-downlevel-normaliz-l1-1-0 normaliz iertutil wininet credui authui cryptui GdiPlus MMDevAPI propsys setupapi cfgmgr32 devobj dui70 duser xmllite imageres msutb ,normal
SensApi ,normal
ntdll kernel32 KernelBase gdi32 user32 lpk usp10 msvcrt imm32 msctf ole32 rpcrt4 oleaut32 uxtheme dwmapi advapi32 sechost comctl32 shlwapi cryptbase ,normal
msftedit mssvp mapi32 wpdshext ,normal
sendmail mydocs ,normal
ntdll kernel32 KernelBase advapi32 msvcrt sechost rpcrt4 crypt32 msasn1 cryptdll netapi32 netutils srvcli wkscli logoncli ole32 gdi32 user32 lpk usp10 oleaut32 shlwapi samlib secur32 sspicli shell32 userenv profapi version hid setupapi cfgmgr32 devobj WinSCard winsta Wldap32 imm32 msctf cryptbase rsaenh vaultcli wintrust ,mimikatz
ntdll kernel32 KernelBase gdi32 user32 lpk usp10 msvcrt imm32 msctf ole32 rpcrt4 oleaut32 uxtheme dwmapi advapi32 sechost comctl32 shlwapi cryptbase msswch winmm ntdll kernel32 KernelBase msvcrt ole32 gdi32 user32 lpk usp10 rpcrt4 advapi32 sechost oleaut32 shlwapi imm32 msctf shell32 profapi GdiPlus shell32 slc uxtheme duser crypt32 msasn1 WindowsCodecs wintrust comctl32 cryptbase wucltux clbcatq cryptsp rsaenh RpcRtRemote msimg32 oleacc cabinet wups2 ,normal
ntdll kernel32 KernelBase advapi32 msvcrt sechost rpcrt4 msvcr120_clr0400 mscoree ole32 gdi32 user32 lpk usp10 oleaut32 imm32 msctf cryptbase cryptsp rsaenh RpcRtRemote clbcatq sxs mscoreei mscorwks msvcr80 shlwapi shell32 profapi mscorlib.ni mscorjit mscorlib mscorlib version mscorlib mscorlib System.ni Microsoft.WSMan.Runtime.ni System.Configuration.ni System.Xml.ni System.Security.ni System.Data.SqlXml.ni KernelBase advapi32 msvcrt sechost rpcrt4 msvcr120_clr0400 ole32 gdi32 lpk usp10 oleaut32 ntdll imm32 msctf cryptbase kernel32 cryptsp mscoree rsaenh RpcRtRemote clbcatq sxs user32 mscorwks msvcr80 shlwapi mscoreei ehiActivScp.ni ehiActivScp.ni ehiActivScp.ni ehiActivScp.ni ntdll ntdll wow64 wow64win wow64cpu kernel32 kernel32 kernel32 user32 kernel32 KernelBase advapi32 msvcrt sechost rpcrt4 sspicli cryptbase msvcr120_clr0400 mscoree ole32 gdi32 user32 lpk usp10 oleaut32 imm32 msctf cryptsp rsaenh RpcRtRemote clbcatq sxs mscoreei mscorwks msvcr80 shlwapi shell32 profapi mscorlib.ni mscorjit mscorlib mscorlib version mscorlib mscorlib UIAutomationProvider.ni UIAutomationProvider UIAutomationProvider UIAutomationProvider UIAutomationProvider UIAutomationTypes.ni UIAutomationTypes UIAutomationTypes UIAutomationTypes UIAutomationTypes System.ni WindowsBase.ni WindowsBase WindowsBase WindowsBase WindowsBase System System System System System.Security.ni System.Security System.Security System.Security System.Security System.Xml.ni System.XML System.XML System.XML System.XML Accessibility.ni Accessibility Accessibility Accessibility Accessibility System.Configuration.ni System.configuration System.configuration System.configuration System.configuration System.Data.SqlXml.ni System.Data.SqlXml System.Data.SqlXml System.Data.SqlXml System.Data.SqlXml ntdll ntdll wow64 wow64win wow64cpu kernel32 kernel32 kernel32 user32 kernel32 KernelBase advapi32 msvcrt sechost rpcrt4 sspicli cryptbase msvcr120_clr0400 mscoree ole32 gdi32 user32 lpk usp10 oleaut32 imm32 msctf cryptsp rsaenh RpcRtRemote clbcatq sxs mscoreei clr shlwapi mscorlib.ni clrjit UIAutomationProvider.ni version UIAutomationProvider UIAutomationProvider mscorlib mscorlib UIAutomationTypes.ni UIAutomationTypes UIAutomationTypes System.ni System.Core.ni WindowsBase.ni WindowsBase WindowsBase System.Core System.Core System System ,normal
ntdll kernel32 KernelBase advapi32 msvcrt sechost rpcrt4 msvcr120_clr0400 mscoree ole32 gdi32 user32 lpk usp10 oleaut32 imm32 msctf cryptbase cryptsp rsaenh RpcRtRemote clbcatq sxs mscoreei mscorwks msvcr80 shlwapi shell32 profapi mscorlib.ni mscorjit mscorlib mscorlib version mscorlib mscorlib System.ni System.AddIn.ni System.Runtime.Remoting.ni System.AddIn.Contract.ni System.Web.ni System.Web System.Web System.Web System.Web System.Runtime.Serialization.Formatters.Soap.ni System.Xml.ni System.DirectoryServices.ni System.Configuration.ni System.Security.ni System.Data.SqlXml.ni System.Drawing.ni System.Data.ni System.Data System.Data System.Data System.Data System.Data ws2_32 nsi crypt32 msasn1 System.Web.Services.ni System.DirectoryServices.Protocols.ni System.EnterpriseServices.ni System.EnterpriseServices System.EnterpriseServices System.Design.ni System.ServiceProcess.ni System.Windows.Forms.ni System.Web.RegularExpressions.ni Microsoft.VisualC.ni System.Transactions.ni System.Transactions System.Transactions System.Transactions System.Transactions System.Transactions System.Drawing.Design.ni System.Data.OracleClient.ni System.Data.OracleClient System.Data.OracleClient System.Data.OracleClient System.Data.OracleClient System.Data.OracleClient Accessibility.ni System.Deployment.ni System.Configuration.Install.ni ntdll kernel32 KernelBase advapi32 msvcrt sechost rpcrt4 msvcr120_clr0400 mscoree ole32 gdi32 user32 lpk usp10 oleaut32 imm32 msctf cryptbase cryptsp rsaenh RpcRtRemote clbcatq sxs mscoreei clr shlwapi mscorlib.ni clrjit System.ni System.Core.ni Microsoft.Office.BusinessApplications.Diagnostics.ni version mscorlib mscorlib System.Xml.ni System.Numerics.ni System.Security.ni System.Configuration.ni ntdll kernel32 KernelBase advapi32 msvcrt sechost rpcrt4 msvcr120_clr0400 mscoree ole32 gdi32 user32 lpk usp10 oleaut32 imm32 msctf cryptbase cryptsp rsaenh RpcRtRemote clbcatq sxs mscoreei clr shlwapi mscorlib.ni clrjit System.ni System.Core.ni Microsoft.Office.Tools.Common.Implementation.ni version mscorlib mscorlib Microsoft.Office.Tools.Word.ni Microsoft.Office.Tools.Common.ni System.Drawing.ni System.Windows.Forms.ni Microsoft.Office.Tools.ni System.Xml.ni Microsoft.Office.Tools.v4.0.Framework.ni System.Configuration.ni System.Numerics.ni System.Security.ni ntdll ntdll wow64 wow64win wow64cpu kernel32 kernel32 kernel32 user32 kernel32 KernelBase advapi32 msvcrt sechost rpcrt4 sspicli cryptbase msvcr120_clr0400 mscoree ole32 gdi32 user32 lpk usp10 oleaut32 imm32 msctf cryptsp rsaenh RpcRtRemote clbcatq sxs mscoreei clr shlwapi mscorlib.ni clrjit Microsoft.Office.Tools.Word Microsoft.Office.Tools.Word version mscorlib mscorlib System.ni Microsoft.Office.Tools.Common.ni Microsoft.Office.Tools.Common Microsoft.Office.Tools.Common Microsoft.Office.Tools.ni Microsoft.Office.Tools Microsoft.Office.Tools System.Drawing.ni System.Windows.Forms.ni System.Windows.Forms System.Windows.Forms System.Windows.Forms System.Windows.Forms System.Windows.Forms System.Windows.Forms System System System.Drawing System.Drawing System.Drawing System.Drawing System.Drawing System.Drawing System.Xml.ni System.Xml System.Xml System.Xml System.Xml System.Xml System.Xml Microsoft.Office.Tools.Word.ni ntdll ntdll wow64 wow64win wow64cpu kernel32 kernel32 kernel32 user32 kernel32 KernelBase advapi32 msvcrt sechost rpcrt4 sspicli cryptbase msvcr120_clr0400 mscoree ole32 gdi32 user32 lpk usp10 oleaut32 imm32 msctf cryptsp rsaenh RpcRtRemote clbcatq sxs mscoreei clr shlwapi mscorlib.ni clrjit System.ni System.Core.ni System.Runtime.DurableInstancing.ni version System.Runtime.DurableInstancing System.Runtime.DurableInstancing mscorlib mscorlib System.Core System.Core System System System.Xml.Linq.ni System.Xml.Linq System.Xml.Linq System.ServiceModel.Internals.ni System.ServiceModel.Internals System.ServiceModel.Internals System.Transactions.ni System.Transactions System.Transactions System.Transactions System.Runtime.Serialization.ni System.Runtime.Serialization System.Runtime.Serialization System.Xml.ni System.Xml System.Xml System.Numerics.ni System.Numerics System.Numerics System.Security.ni System.Security System.Security System.Configuration.ni System.Configuration System.Configuration ,normal
ntdll kernel32 KernelBase advapi32 msvcrt sechost rpcrt4 gdi32 user32 lpk usp10 ole32 msimg32 wmsgapi wtsapi32 winmm userenv profapi winsta crypt32 msasn1 MsCtfMonitor msctf imm32 msutb comctl32 shlwapi secur32 sspicli shell32 cryptbase uxtheme dwmapi wintrust cryptsp rsaenh imagehlp bcrypt bcryptprimitives ncrypt gpapi cryptnet Wldap32 version clbcatq oleaut32 urlmon api-ms-win-downlevel-ole32-l1-1-0 api-ms-win-downlevel-shlwapi-l1-1-0 api-ms-win-downlevel-advapi32-l1-1-0 api-ms-win-downlevel-user32-l1-1-0 api-ms-win-downlevel-version-l1-1-0 api-ms-win-downlevel-normaliz-l1-1-0 normaliz iertutil wininet ntdll kernel32 KernelBase advapi32 msvcrt sechost rpcrt4 msvcr120_clr0400 mscoree ole32 gdi32 user32 lpk usp10 oleaut32 imm32 msctf cryptbase cryptsp rsaenh RpcRtRemote clbcatq sxs mscoreei mscorwks msvcr80 shlwapi shell32 profapi mscorlib.ni mscorjit mscorlib mscorlib version mscorlib mscorlib Microsoft.VisualStudio.Tools.Applications.Contract.v10.0.ni mscorsec wintrust crypt32 msasn1 comctl32 riched20 imagehlp ncrypt bcrypt bcryptprimitives userenv gpapi cryptnet Wldap32 SensApi System.AddIn.Contract.ni ntdll kernel32 KernelBase advapi32 msvcrt sechost rpcrt4 msvcr120_clr0400 mscoree ole32 gdi32 user32 lpk usp10 oleaut32 imm32 msctf cryptbase cryptsp rsaenh RpcRtRemote clbcatq sxs mscoreei mscorwks msvcr80 shlwapi shell32 profapi mscorlib.ni mscorjit mscorlib mscorlib version mscorlib mscorlib System.ni System.DirectoryServices.AccountManagement.ni System.DirectoryServices.Protocols.ni System.DirectoryServices.ni System.Xml.ni System.Configuration.ni System.Security.ni System.Data.SqlXml.ni ntdll kernel32 KernelBase advapi32 msvcrt sechost rpcrt4 msvcr120_clr0400 mscoree ole32 gdi32 user32 lpk usp10 oleaut32 imm32 msctf cryptbase cryptsp rsaenh RpcRtRemote clbcatq sxs mscoreei mscorwks msvcr80 shlwapi shell32 profapi mscorlib.ni mscorjit mscorlib mscorlib version mscorlib mscorlib System.ni System.Transactions.ni System.Transactions System.Transactions System.Transactions System.Transactions System.Transactions System.Configuration.ni System.Xml.ni System.EnterpriseServices.ni System.EnterpriseServices System.EnterpriseServices ntdll kernel32 KernelBase advapi32 msvcrt sechost rpcrt4 msvcr120_clr0400 mscoree ole32 gdi32 user32 lpk usp10 oleaut32 imm32 msctf cryptbase cryptsp rsaenh RpcRtRemote clbcatq sxs mscoreei clr shlwapi mscorlib.ni clrjit System.Runtime.Serialization.Formatters.Soap.ni version mscorlib mscorlib System.ni System.Xml.ni ntdll kernel32 KernelBase advapi32 msvcrt sechost rpcrt4 msvcr120_clr0400 mscoree ole32 gdi32 user32 lpk usp10 oleaut32 imm32 msctf cryptbase cryptsp rsaenh RpcRtRemote clbcatq sxs mscoreei clr shlwapi mscorlib.ni clrjit System.ni System.Xaml.Hosting.ni version mscorlib mscorlib System.Core.ni System.Web.ni System.Web System.Web System.Xaml.ni System.Configuration.ni System.ServiceModel.Internals.ni System.Xml.ni ntdll ntdll wow64 wow64win wow64cpu kernel32 kernel32 kernel32 user32 kernel32 KernelBase advapi32 msvcrt sechost rpcrt4 sspicli cryptbase msvcr120_clr0400 mscoree ole32 gdi32 user32 lpk usp10 oleaut32 imm32 msctf cryptsp rsaenh RpcRtRemote clbcatq sxs mscoreei mscorwks msvcr80 shlwapi shell32 profapi mscorlib.ni mscorjit mscorlib mscorlib version mscorlib mscorlib System.ni System.Data.ni System.Data.OracleClient.ni System.Data.OracleClient System.Data.OracleClient System.Data.OracleClient System.Data.OracleClient System System System System System.Data System.Data System.Data System.Data System.Data.OracleClient System.Data ws2_32 nsi crypt32 msasn1 System.Transactions.ni System.Transactions System.Transactions System.Transactions System.Transactions System.Transactions System.EnterpriseServices.ni System.EnterpriseServices System.EnterpriseServices System.Configuration.ni System.configuration System.configuration System.configuration System.configuration System.Xml.ni System.XML System.XML System.XML System.XML System.Security.ni System.Security System.Security System.Security System.Security System.Data.SqlXml.ni System.Data.SqlXml System.Data.SqlXml System.Data.SqlXml System.Data.SqlXml Microsoft.VisualC.ni System.DirectoryServices.ni System.DirectoryServices System.DirectoryServices System.DirectoryServices System.DirectoryServices System.Runtime.Remoting.ni System.Runtime.Remoting System.Runtime.Remoting System.Web.ni System.Web System.Web System.Web System.Web System.Runtime.Serialization.Formatters.Soap.ni System.Runtime.Serialization.Formatters.Soap System.Runtime.Serialization.Formatters.Soap System.Drawing.ni System.Drawing System.Drawing System.Drawing System.Drawing System.Web.Services.ni System.Web.Services System.Web.Services System.Web.Services System.Web.Services System.DirectoryServices.Protocols.ni System.DirectoryServices.Protocols System.DirectoryServices.Protocols System.DirectoryServices.Protocols System.DirectoryServices.Protocols System.Design.ni System.Design System.Design System.ServiceProcess.ni System.ServiceProcess System.ServiceProcess System.Windows.Forms.ni System.Windows.Forms System.Windows.Forms System.Windows.Forms System.Windows.Forms System.Web.RegularExpressions.ni System.Web.RegularExpressions System.Web.RegularExpressions System.Web.RegularExpressions System.Web.RegularExpressions System.Drawing.Design.ni System.Drawing.Design System.Drawing.Design Accessibility.ni Accessibility Accessibility Accessibility Accessibility System.Deployment.ni System.Deployment System.Deployment System.Deployment System.Deployment System.Configuration.Install.ni System.Configuration.Install System.Configuration.Install ntdll ntdll wow64 wow64win wow64cpu kernel32 kernel32 kernel32 user32 kernel32 KernelBase advapi32 msvcrt sechost rpcrt4 sspicli cryptbase msvcr120_clr0400 mscoree ole32 gdi32 user32 lpk usp10 oleaut32 imm32 msctf cryptsp rsaenh RpcRtRemote clbcatq sxs mscoreei clr shlwapi mscorlib.ni clrjit System.ni Microsoft.VisualBasic.Compatibility.Data Microsoft.VisualBasic.Compatibility.Data version mscorlib mscorlib System System msdatasrc msdatasrc System.Drawing.ni System.Windows.Forms.ni System.Windows.Forms System.Windows.Forms System.Windows.Forms System.Windows.Forms System.Windows.Forms System.Windows.Forms System.Drawing System.Drawing System.Drawing System.Drawing System.Drawing System.Drawing adodb adodb Microsoft.VisualBasic.Compatibility.ni Microsoft.VisualBasic.Compatibility Microsoft.VisualBasic.Compatibility System.Core.ni Microsoft.VisualBasic.ni Microsoft.VisualBasic Microsoft.VisualBasic Microsoft.VisualBasic Microsoft.VisualBasic Microsoft.VisualBasic Microsoft.VisualBasic Microsoft.stdformat Microsoft.stdformat System.Security.ni System.Security System.Security System.Security System.Security System.Security System.Security Microsoft.VisualBasic.Compatibility.Data.ni ,normal
ntdll kernel32 KernelBase gdi32 user32 lpk usp10 msvcrt imm32 msctf ole32 rpcrt4 oleaut32 cryptbase clbcatq advapi32 sechost ,normal
credssp ,normal
ntdll kernel32 KernelBase advapi32 msvcrt sechost rpcrt4 msvcr120_clr0400 mscoree ole32 gdi32 user32 lpk usp10 oleaut32 imm32 msctf cryptbase cryptsp rsaenh RpcRtRemote clbcatq sxs mscoreei clr shlwapi mscorlib.ni clrjit System.ni System.Core.ni version mscorlib mscorlib System.ServiceModel.Routing.ni System.ServiceModel.ni System.Transactions.ni System.Transactions System.Transactions System.Transactions System.Runtime.DurableInstancing.ni System.ServiceModel.Internals.ni System.Runtime.Serialization.ni System.Configuration.ni System.Xml.ni System.Numerics.ni System.Security.ni ntdll kernel32 KernelBase advapi32 msvcrt sechost rpcrt4 msvcr120_clr0400 mscoree ole32 gdi32 user32 lpk usp10 oleaut32 imm32 msctf cryptbase cryptsp rsaenh RpcRtRemote clbcatq sxs mscoreei clr shlwapi mscorlib.ni clrjit System.ni version mscorlib mscorlib System.Windows.Controls.Ribbon.ni System.Core.ni WindowsBase.ni PresentationCore.ni PresentationFramework.ni PresentationCore PresentationCore System.Xaml.ni System.Xml.ni UIAutomationProvider.ni UIAutomationTypes.ni System.Configuration.ni ntdll ntdll wow64 wow64win wow64cpu kernel32 kernel32 kernel32 user32 kernel32 KernelBase advapi32 msvcrt sechost rpcrt4 sspicli cryptbase msvcr120_clr0400 mscoree ole32 gdi32 user32 lpk usp10 oleaut32 imm32 msctf cryptsp rsaenh RpcRtRemote clbcatq sxs mscoreei mscorwks msvcr80 shlwapi shell32 profapi mscorlib.ni mscorjit mscorlib mscorlib version mscorlib mscorlib System.ni System.DirectoryServices.Protocols.ni System.DirectoryServices.Protocols System.DirectoryServices.Protocols System.DirectoryServices.Protocols System.DirectoryServices.Protocols System System System System System.Xml.ni System.XML System.XML System.XML System.XML System.DirectoryServices.ni System.DirectoryServices System.DirectoryServices System.DirectoryServices System.DirectoryServices System.Configuration.ni System.configuration System.configuration System.configuration System.configuration ntdll ntdll wow64 wow64win wow64cpu kernel32 kernel32 kernel32 user32 kernel32 KernelBase advapi32 msvcrt sechost rpcrt4 sspicli cryptbase msvcr120_clr0400 mscoree ole32 gdi32 user32 lpk usp10 oleaut32 imm32 msctf cryptsp rsaenh RpcRtRemote clbcatq sxs mscoreei mscorwks msvcr80 shlwapi shell32 profapi mscorlib.ni mscorjit mscorlib mscorlib version mscorlib mscorlib System.ni UIAutomationClient.ni System System System System UIAutomationProvider.ni UIAutomationProvider UIAutomationProvider UIAutomationProvider UIAutomationClient UIAutomationClient UIAutomationProvider UIAutomationTypes.ni UIAutomationTypes UIAutomationTypes UIAutomationTypes UIAutomationTypes Accessibility.ni Accessibility Accessibility Accessibility Accessibility WindowsBase.ni WindowsBase WindowsBase WindowsBase WindowsBase System.Security.ni System.Security System.Security System.Security System.Security System.Xml.ni System.XML System.XML System.XML System.XML System.Configuration.ni System.configuration System.configuration System.configuration System.configuration System.Data.SqlXml.ni System.Data.SqlXml System.Data.SqlXml System.Data.SqlXml System.Data.SqlXml ntdll ntdll wow64 wow64win wow64cpu kernel32 kernel32 kernel32 user32 kernel32 KernelBase advapi32 msvcrt sechost rpcrt4 sspicli cryptbase msvcr120_clr0400 mscoree ole32 gdi32 user32 lpk usp10 oleaut32 imm32 msctf cryptsp rsaenh RpcRtRemote clbcatq sxs mscoreei clr shlwapi mscorlib.ni clrjit System.ni version mscorlib mscorlib System System UIAutomationClient.ni System.Core.ni WindowsBase.ni WindowsBase WindowsBase System.Core System.Core UIAutomationTypes.ni UIAutomationTypes UIAutomationTypes UIAutomationProvider.ni UIAutomationProvider UIAutomationProvider Accessibility.ni Accessibility Accessibility System.Configuration.ni System.Configuration System.Configuration System.Xml.ni System.Xml System.Xml ,normal
ntdll kernel32 KernelBase advapi32 msvcrt sechost rpcrt4 msvcr120_clr0400 mscoree ole32 gdi32 user32 lpk usp10 oleaut32 imm32 msctf cryptbase cryptsp rsaenh RpcRtRemote clbcatq sxs mscoreei mscorwks msvcr80 shlwapi shell32 profapi mscorlib.ni mscorjit mscorlib mscorlib version mscorlib mscorlib System.ni mscorsec wintrust crypt32 msasn1 comctl32 riched20 imagehlp ncrypt bcrypt bcryptprimitives userenv gpapi cryptnet Wldap32 SensApi System.EnterpriseServices.ni System.Configuration.ni System.EnterpriseServices System.EnterpriseServices System.ServiceModel.ni System.Transactions.ni System.Xml.ni System.Transactions System.Transactions System.Transactions System.Transactions System.Transactions System.DirectoryServices.ni System.Runtime.Serialization.ni System.Security.ni System.Data.SqlXml.ni System.Runtime.Remoting.ni Microsoft.VisualC.ni System.Web.ni System.Web System.Web System.Web System.Web System.Runtime.Serialization.Formatters.Soap.ni System.Drawing.ni System.Data.ni System.Data System.Data System.Data System.Data System.Data ws2_32 nsi System.Web.Services.ni System.DirectoryServices.Protocols.ni System.Design.ni System.ServiceProcess.ni System.Windows.Forms.ni System.Web.RegularExpressions.ni System.Drawing.Design.ni System.Data.OracleClient.ni System.Data.OracleClient System.Data.OracleClient System.Data.OracleClient System.Data.OracleClient System.Data.OracleClient Accessibility.ni System.Deployment.ni System.Configuration.Install.ni SMDiagnostics.ni System.IdentityModel.ni System.Messaging.ni System.IdentityModel.Selectors.ni Microsoft.Transactions.Bridge.ni ntdll ntdll wow64 wow64win wow64cpu kernel32 kernel32 kernel32 user32 kernel32 KernelBase advapi32 msvcrt sechost rpcrt4 sspicli cryptbase msvcr120_clr0400 mscoree ole32 gdi32 user32 lpk usp10 oleaut32 imm32 msctf cryptsp rsaenh RpcRtRemote clbcatq sxs mscoreei clr shlwapi mscorlib.ni clrjit System.ni version mscorlib mscorlib System System System.ServiceModel.Discovery.ni System.Core.ni System.ServiceModel.ni System.ServiceModel System.ServiceModel System.Core System.Core System.Runtime.Serialization.ni System.Runtime.Serialization System.Runtime.Serialization System.ServiceModel.Internals.ni System.ServiceModel.Internals System.ServiceModel.Internals System.Xml.ni System.Xml System.Xml System.ServiceModel.Channels.ni System.ServiceModel.Channels System.ServiceModel.Channels System.Xml.Linq.ni System.Xml.Linq System.Xml.Linq System.Configuration.ni System.Configuration System.Configuration ,normal
